title,link,label
Discovering Malaysia’s rich cultural heritage on a scenic jungle railway,,Travel and Culture
Cost convenience: Coffee need and more resources than other,,People and Living
US company designs comedy show for adults with autism,,People and Living
Experts: Making secondary education compulsory the right move,,Education
"Education Dept aiding 16 SPM candidate affected by Johor floods, says state exco",,Education
"jorts, crystal Blinged-out streetwear that Liberace would love",,Entertainment & Style
Customers front-load orders before Trump tariffs,https://www.thestar.com.my/business/business-news/2024/11/26/customers-front-load-orders-before-trump-tariffs,Business & Economy
"91.6% of Facebook content removed linked to gambling, scams",,Crime
Malaysian artist Book of Lai's 'Tiny Moving Place' series is inspired by George Town heritage houses,https://www.thestar.com.my/lifestyle/culture/2024/11/21/george-town-heritage-houses-inspire-book-of-lai039s-039tiny-moving-place039-series,Travel and Culture
Malay teen excels in Chinese school,https://www.thestar.com.my/news/nation/2024/11/27/malay-teen-excels-in-chinese-school,Education
Electronic traceability for seafood products boosts transparency,https://www.thestar.com.my/business/business-news/2024/11/28/electronic-traceability-for-seafood-products-boosts-transparency,Business & Economy
StarSilver: The menopause gambit,,Health and Family
"Indonesians eat the most microplastics, to study",,Environment
Romanian far-right presidential candidate says he does not want to leave NATO,,World & Politics
autopsy reaffirms Laos’ commitment to end violence against women,,Crime
French chef Daniel why French cuisine crosses borders,,People and Living
Cricket-Australia tickled pink after levelling series at Adelaide fortress,https://www.thestar.com.my/sport/cricket/2024/12/08/cricket-australia-beat-india-by-10-wickets-to-level-series-1-1,Sports
Soccer-Bayern's Neuer banned for two domestic cup games after receiving first ever red card,https://www.thestar.com.my/sport/football/2024/12/06/soccer-bayern039s-neuer-banned-for-two-domestic-cup-games-after-receiving-first-ever-red-card,Sports
U.S. auto industry's shift toward EVs to go on despite Trump threat to kill tax credits: AP,,Business & Economy
Sister of Ulu Tiram attacker pleads not guilty to provide on terrorism ideology,,Crime
"Declining dropout rates, rising TVET enrolment foreground success of education plan, says DG",,Education
‘Pastor’ charged with killing mum,https://www.thestar.com.my/news/nation/2024/11/27/pastor-charged-with-killing-mum,Crime
PSA Hall of Famer Nicol remains a tireless champion of good causes,https://www.thestar.com.my/sport/squash/2024/12/02/psa-hall-of-famer-nicol-remains-a-tireless-champion-of-good-causes,Sports
Record-breaking climate change threats to health,https://www.thestar.com.my/lifestyle/health/2024/11/04/record-breaking-climate-change-threats-to-health,Environment
Motor racing-Formula One to race on at Monza until 2031,https://www.thestar.com.my/sport/motorsport/2024/11/28/motor-racing-f1-to-race-at-monza-until-2031,World & Politics
"Heart and Soul: Kwan Tak-hing, martial artist famous for iconic Wong Fei-hung role",https://www.thestar.com.my/lifestyle/living/2024/11/08/heart-and-soul-kwan-tak-hing-martial-artist-who-brought-kungfu-legend-wong-fei-hung-to-cinematic-life,People and Living
"What is Korean Hanwoo beef, and why is it derive attention in Malaysia?",,People and Living
"is amyloidosis, where abnormal proteins clump in the",,Health and Family
M'sian teen duo meet UK's Queen Camilla to receive prizes in Commonwealth essay competition,,Education
Malakoff’s profit in 3Q at RM59mil on cheaper coal,https://www.thestar.com.my/business/business-news/2024/11/27/malakoffs-profit-in-3q-at-rm59mil-on-cheaper-coal,Business & Economy
Australian who 95-year-old found guilty of,,Crime
"Athletics-One more race for Ingebrigtsen, who will make half-marathon debut in Denmark",https://www.thestar.com.my/sport/athletics/2024/09/14/athletics-one-more-race-for-ingebrigtsen-who-will-make-half-marathon-debut-in-denmark,Sports
"Miley Cyrus says mum, Tish, was brains behind Teen Choice pole-dance routine at 16",https://www.thestar.com.my/lifestyle/entertainment/2024/12/03/miley-cyrus-says-mum-tish-was-brains-behind-teen-choice-pole-dance-routine-at-16,Entertainment & Style
From treetops to the sea: adventures that go beyond the plate,,Travel and Culture
Japanese firms boost capital expending as confidence holds up,,Business & Economy
Sunny Side Up: A tribute to healthcare workers' dedication to their vocation,https://www.thestar.com.my/lifestyle/living/sunny-side-up/2024/12/03/sunny-side-up-a-tribute-to-healthcare-workers039-dedication-to-their-vocation,People and Living
"Plan ahead but be ready to take risks to succeed, Fahmi advises the youth",https://www.thestar.com.my/news/nation/2024/11/27/plan-ahead-but-be-ready-to-take-risks-to-succeed-fahmi-advises-the-youth,Business & Economy
"Albanian opposition leader Berisha released from house arrest, court says",https://www.thestar.com.my/news/world/2024/11/27/albanian-opposition-leader-berisha-released-from-house-arrest-court-says,Crime
of Tiram attacker pleads not to failing to provide info on terrorism,,Crime
Woman in cyanide poisoning case faces 14 new murder charges,,Crime
This seasonal infection be deadly,,Health and Family
Bitten by a blood-sucking buffalo leech? Here's how you get it off safely,,Travel and Culture
"Over 15,000 fraud cases probed last two years, Dewan Rakyat told",,Crime
Wildlife protection department's special anti-poaching unit nabs poachers in Malaysia,https://www.thestar.com.my/news/environment/2024/06/15/wildlife-protection-department039s-special-anti-poaching-unit-nabs-poachers-in-malaysia,Environment
Soccer-Luis Enrique sees positives despite PSG's scoring woes,https://www.thestar.com.my/sport/football/2024/12/07/soccer-luis-enrique-sees-positives-despite-psg039s-scoring-woes,Sports
Director Chong Aun's new movie is on another sensitive – baby dumping in Malaysia,,Entertainment & Style
"Over 15,000 fraud cases probed in last two years, Dewan Rakyat told",,Crime
"Education Ministry 13,749 in schools nationwide, says",,Education
2nd LD Writethru: OPEC+ to keep oil output steady for Q1 2025,https://www.thestar.com.my/news/world/2024/12/06/2nd-ld-writethru-opec-to-keep-oil-output-steady-for-q1-2025,Science & Technology
M'sian teen duo meet UK's Queen Camilla to receive top prizes in Commonwealth essay competition,,Education
"Tons of meat, poultry products recalled in U.S. over listeria concerns",,Health and Family
Feature: Chinese drilling team turns Egypt's desert into farmland,,Crime
"at least S$40,000 lost to Netflix phishing scams in Singapore since October",,Crime
Grants to folk at 51 Sibu longhouses for festivities,https://www.thestar.com.my/metro/metro-news/2024/11/27/grants-to-folk-at-51-sibu-longhouses-for-festivities,Travel and Culture
"Beauty industry turns to mindfulness and sustainability, as seen in Malaysia",,Entertainment & Style
Warehouse explosion kills 3 in SE,,World & Politics
Malaysia bags 20 medals at Special Olympics Asia Pacific Games in New Delhi,https://www.thestar.com.my/lifestyle/living/2024/12/06/malaysia-bags-20-medals-at-special-olympics-asia-pacific-games-in-new-delhi,People and Living
Young urban climber scales French skyscrapers unaided,,People and Living
NATO reaffirms support for Ukraine following Russian ballistic missile launch,,World & Politics
RBNZ flags another big cut after second move,https://www.thestar.com.my/business/business-news/2024/11/28/rbnz-flags-another-big-cut-after-second-move,Business & Economy
Pap talk,https://www.thestar.com.my/news/education/2024/12/01/pap-talk,Education
The connection between faith and the health of planet Earth,https://www.thestar.com.my/news/environment/2024/03/23/the-connection-between-faith-and-the-health-of-planet-earth,Environment
Tropicana military_post RM877.8mil revenue in 9M,,Business & Economy
Hysterectomy is not the only way to treat fibroids,,Health and Family
"Singapore Oct core inflation at 2.1% y/y, lowest in almost three years",,Business & Economy
Taiwan's Foxconn says global manufacturing footprint to shield it from Trump's tariffs,,Science & Technology
Backbencher urges govt to step in over hike in health insurance bounty,,Health and Family
Athletics-Father of Ingebrigtsen brothers faces charges involving twice Olympic champion Jakob,https://www.thestar.com.my/sport/athletics/2024/11/30/athletics-father-of-ingebrigtsen-brothers-faces-charges-involving-twice-olympic-champion-jakob,Sports
Why more new men in Finland are being drawn to monastic life,,People and Living
woman gets one month's jail for leaving children unsupervised for two days,,Crime
Teen Gambian migrant finds support a father figure in Canary Islands,,World & Politics
Amazon successfully tests using delivery drones in Italy,,Science & Technology
"Nvidia to build AI research, data centres in Vietnam with govt",,Science & Technology
Renowned French chef Daniel Boulud on why French cuisine now crosses borders,,People and Living
Japanese prosecutor apologises to Hakamada after acquittal,,Crime
A historic city becomes a little greener,,Environment
Turkish antitrust authority ends Meta probe over Threads data-sharing,,Science & Technology
Flood: 20 water discharge channels opened in Sungai Golok,,Environment
Turkish antitrust authority ends Meta probe over Threads data-sharing,https://www.thestar.com.my/tech/tech-news/2024/12/05/turkish-antitrust-authority-ends-meta-probe-over-data-sharing,Science & Technology
"Latest forecast calls for snow, rain, cold in U.S. during Thanksgiving holiday",,Environment
Why do animals like dogs shake themselves when wet?,https://www.thestar.com.my/lifestyle/living/2024/11/15/why-do-animals-like-dogs-shake-themselves-when-wet,People and Living
Fuel and how they affect the planet’s health,,Environment
china investigates defence minister for corruption: Report,,World & Politics
"Mohd Irwan feeling vindicated, six years after CBT allegations",,Crime
US job growth due for snapback after storms,https://www.thestar.com.my/business/business-news/2024/12/02/us-job-growth-due-for-snapback-after-storms,Business & Economy
"Electric vehicle production efforts, GISB issue among Parliament highlights today",,World & Politics
Operating rooms are a major source of hospital greenhouse gases,https://www.thestar.com.my/lifestyle/health/2024/05/25/operating-rooms-are-a-major-source-of-hospital-greenhouse-gases,Environment
"Meet man selling 50,000 pencils Tehran's Grand Bazaar",,People and Living
Soccer-Man City boss Guardiola still in the dark on De Bruyne contract situation,https://www.thestar.com.my/sport/football/2024/12/06/soccer-man-city-boss-guardiola-still-in-the-dark-on-de-bruyne-contract-situation,Sports
"claim two lives, evacuee soar in Kelantan, Terengganu",,Environment
"Universities must not be an avenue for bullying, say Sultan of Pahang",,Education
"Healthcare delivery based on outcomes, not services, mooted to tackle rising costs",https://www.thestar.com.my/news/nation/2024/11/27/healthcare-delivery-based-on-outcomes-not-services-mooted-to-tackle-rising-costs,Health and Family
Krishen Jit Fund 2024 highlights diversity through six distinct arts projects,https://www.thestar.com.my/lifestyle/culture/2024/12/01/krishen-jit-fund-2024-highlights-diversity-through-six-distinct-arts-projects,Travel and Culture
"KL Art Book Fair is back, bringing a dash of Tokyo cool",,Travel and Culture
'Cross' review: Solid debut that's a bit of a stretch at times,,Entertainment & Style
"Essential tools to make you a happy camper, from fans to sleeping pads",,Travel and Culture
"Motor racing-No concerns about Hamilton's speed, says Ferrari's Vasseur",https://www.thestar.com.my/sport/motorsport/2024/12/02/motor-racing-no-concerns-about-hamilton039s-speed-says-ferrari039s-vasseur,Sports
Heartwarming tale of a turtle turnaround in Melaka,,Environment
Take a journey through food and memories with Gavin Yap's one-man show in KL,,Travel and Culture
These two infections affect senior citizens more severely,https://www.thestar.com.my/lifestyle/health/2024/11/13/these-two-infections-affect-senior-citizens-more-severely,Health and Family
"To tackle plastic scourge, Philippines makes companies pay",,Environment
for your health and Mother,,Environment
"StarSilver: Reunions can be uplifting, and build connections for elder",,Health and Family
Plaintiff in asset seizure case did not show a warrant to my says,,Crime
Flash flood in KL causes traffic snarl on Jalan Kuching,https://www.thestar.com.my/metro/metro-news/2024/11/27/flash-flood-in-kl-causes-traffic-snarl-on-jalan-kuching,Environment
"Dear Thelma: I have a complex, challenging relationship with my mum",,People and Living
Mike Tyson sued in UK for ditching promotion deal to fight Jake Paul,https://www.thestar.com.my/sport/others/2024/12/07/mike-tyson-sued-in-uk-for-ditching-promotion-deal-to-fight-jake-paul,Sports
Best-selling Taiwanese romance writer Chiung Yao dead at 86,,Travel and Culture
International criminal prosecutor leader,,Crime
"Ex host Wendy Williams from dementia battle, guardian",,Entertainment & Style
NUJ: Harassment of journalists still prevalent,,Crime
Beyond Koh Lipe: Explore Satun’s pristine Koh Bulon islands,,World & Politics
"1 killed, 20 hospitalized after inhaling toxic fumes at drug_company plant in India",,Health and Family
Cost of living indicator to enhance targeted subsidy,,Business & Economy
HZ0 Fortis Racing team end Super Trofeo Asia season in style,https://www.thestar.com.my/sport/motorsport/2024/11/27/hz0-fortis-racing-team-end-super-trofeo-asia-season-in-style,Sports
UK terrorism arrest six 'PKK,,Crime
Legendary footballer Zinedine Zidane turns watch auctioneer for a good cause,,Entertainment & Style
South Korea in support for in 2025,,Business & Economy
NATO reaffirms support for Ukraine following Russian ballistic missile launch,,World & Politics
online mental health benefits for shows,,Science & Technology
Malaysian actress Koe Yeet announces engagement,https://www.thestar.com.my/lifestyle/entertainment/2024/12/02/malaysian-actress-koe-yeet-announces-engagement,Entertainment & Style
Make food not war: Ukrainian chefs train in France,,People and Living
Penang cops nab 11 members of organised crime in special ops,,Crime
Why men in Finland are being drawn to monastic life,,People and Living
'Adult' diabetes is increasingly affecting our children,https://www.thestar.com.my/lifestyle/health/hormones-and-kids/2024/11/11/039adult039-diabetes-is-increasingly-affecting-our-children,Health and Family
Immigration Dept arrests 119 illegals in raid on Pandan Mewah apartment,,Crime
"AI startup Perplexity adds The Independent, LA Times to its publishers' program",https://www.thestar.com.my/tech/tech-news/2024/12/05/ai-startup-perplexity-adds-the-independent-la-times-to-its-publishers039-program,Science & Technology
Tiong: Multiple-language signs a boon for tourists,https://www.thestar.com.my/news/nation/2024/11/27/tiong-multiple-language-signs-a-boon-for-tourists,Travel and Culture
Malaysian pastry chef trains young adults with autism baking skills,,People and Living
Heart and Soul: Migrant’s son who made good,https://www.thestar.com.my/lifestyle/living/2024/12/07/heart-and-soul-migrants-son-who-made-good,People and Living
Amazon successfully tests using delivery drones in Italy,https://www.thestar.com.my/tech/tech-news/2024/12/05/amazon-successfully-tests-using-delivery-drones-in-italy,Science & Technology
Tug of water: Can Malaysian state learn to share this precious resource?,,Environment
teens wow Queen Camilla,,Education
CPTPP: Malaysia-UK FTA will boost trade and investment - Tengku Zafrul,https://www.thestar.com.my/business/business-news/2024/12/03/cptpp-malaysia-uk-fta-will-boost-trade-and-investment---tengku-zafrul,Business & Economy
Muhyiddin's sedition trial transferred to KL High court,,Crime
Local actress Susan Lankester wins Best Actress Asian Creative Awards,,Entertainment & Style
"At least S$40,000 miss to Netflix phishing scams in Singapore since October",,Crime
US FDA summon animal lab at Musk’s Neuralink for ‘objectionable conditions’,,Science & Technology
Page six,,Entertainment & Style
Jakarta seals trade agreement with Canada,,Business & Economy
Plastic is inside us – and could end up killing off humankind,,Environment
Indian author Amitav Ghosh wins top Dutch prize,,Travel and Culture
giant CVS pulls pictures of executive leadership,,Science & Technology
"Australian actor Ian Smith, who played Harold Bishop in 'Neighbours,' retires due to cancer",https://www.thestar.com.my/lifestyle/entertainment/2024/12/04/australian-actor-ian-smith-who-played-harold-bishop-in-039neighbours039-retires-due-to-cancer,Entertainment & Style
Biathlon-Ustyugov stripped of Vancouver 2010 medals after doping ruling,https://www.thestar.com.my/sport/others/2024/11/27/biathlon-ustyugov-stripped-of-vancouver-2010-medals-after-doping-ruling,Sports
Sister of Ulu Tiram attacker pleads not guilty to failing to provide info on terrorism ideology,,Crime
Opinion: I hope you don’t see on list,,Science & Technology
Oprah Winfrey announces new book club pick and launch podcast,,Travel and Culture
economic growth remains sluggish,,Business & Economy
Sarawak aims for self-sufficiency in rice cultivation,https://www.thestar.com.my/business/business-news/2024/12/02/sarawak-aims-for-self-sufficiency-in-rice-cultivation,Business & Economy
Do dating apps encourage unsafe sex?,,Health and Family
"Mystery, volatility, Trump: The Bitcoin phenomenon",,Science & Technology
Bitten by a blood-sucking buffalo leech? Here's how you get it off safely,,Travel and Culture
"Malaysia's September LI up 1.8%, shows economic growth - DoSM",,Business & Economy
'Rats with wings': Do get a bum rap?,,People and Living
"Rocket test site ablaze,",,Science & Technology
US women's amputee soccer team proves disability is no barrier to greatness,,People and Living
Seven in China get the spotlight on UN Tourism list,,Travel and Culture
Woman gets one month's jail for leaving children unsupervised days,,Crime
PM reaffirms Laos’ commitment to end violence against women,,Crime
Vietnam in need of quicker fund disbursement,,Business & Economy
"with Slovenia’s ISSBS advance open science, research innovation",,Education
Bad air is ache the heart to death,,Environment
"it’s stacked, eat it: Meet TikTok’s King, Owen Han",,People and Living
African executives call for innovative health financing address growing disease burden,,Health and Family
"umbrellas, keys, flying the Tokyo police for all",,People and Living
How would you deal with human-elephant conflict? Play 'Trunk Tales' to decide,,Environment
"When it's too cold, you could get a heart attack",,Environment
Soccer-Real Madrid close on leaders Barcelona with 3-0 win at Girona,https://www.thestar.com.my/sport/football/2024/12/08/soccer-real-madrid-close-on-leaders-barcelona-with-3-0-win-at-girona,Sports
FGV's earnings bolstered by plantations division in 3Q,https://www.thestar.com.my/business/business-news/2024/11/27/fgv039s-earnings-bolstered-by-plantations-division-in-3q,Business & Economy
Go for a Muslim-friendly adventure in vibrant Taiwan,,Travel and Culture
Sumo-Grand Sumo Tournament makes historic return to London after 34 years,https://www.thestar.com.my/sport/others/2024/12/05/sumo-grand-sumo-tournament-makes-historic-return-to-london-after-34-years,Sports
Taiwan's Foxconn says global manufacturing footprint to shield it from Trump's tariffs,,Science & Technology
China get the spotlight UN Tourism list,,Travel and Culture
Malaysia to benefit from broad-based tariffs imposed by US in near term - MARC Ratings,https://www.thestar.com.my/business/business-news/2024/12/05/malaysia-to-benefit-from-broad-based-tariffs-imposed-by-us-in-near-term---marc-ratings,Business & Economy
Discovering Malaysia’s rich cultural heritage scenic jungle railway,,Travel and Culture
Latif saving his best to give Malaysia a perfect end in Paralympics,https://www.thestar.com.my/sport/athletics/2024/09/07/latif-saving-his-best-to-give-malaysia-a-perfect-end-in-paralympics,Sports
"UPNM dual system may be to prevent bullying, says Zambry",,Education
African executives call for innovative health financing to address growing disease burden,https://www.thestar.com.my/news/world/2024/11/28/african-executives-call-for-innovative-health-financing-to-address-growing-disease-burden,Health and Family
Anti-death penalty Singapore group issued Pofma order over false claim about execution of three prisoners,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/anti-death-penalty-singapore-group-issued-pofma-order-over-false-claim-about-execution-of-three-prisoners,Crime
Pap talk,,Education
lists top priority pathogens for vaccine development,,Health and Family
Chong Hwa branch in Elmina,,Education
"What is Korean Hanwoo beef, and why is it gaining attention in Malaysia?",,People and Living
KK city Hall collects 180kg of floating garbage at ferry terminal,,Environment
HK-born conductor Elim Chan want to shake up ‘dinosaur’ orchestras,,Travel and Culture
Novelist Naomi Wood's latest is an astonishingly good short story collection,https://www.thestar.com.my/lifestyle/culture/2024/12/03/novelist-naomi-wood039s-latest-is-an-astonishingly-good-short-story-collection,Travel and Culture
Starchild: What Malaysian children think of festive holidays,https://www.thestar.com.my/lifestyle/family/2024/11/29/starchild-what-malaysian-children-think-of-festive-holidays,Health and Family
"Denzel drug, alcohol use 'a of damage'",,Crime
Adventure in Selangor for nature lovers thrill seekers,,Travel and Culture
"Big, red, and it: Who is Red Hulk in Marvel Comics?",,Travel and Culture
"Mohd Irwan feeling vindicated, six year after CBT allegations emerged",,Crime
Motor racing-Verstappen to serve swearing penalty in Rwanda,https://www.thestar.com.my/sport/motorsport/2024/12/09/motor-racing-verstappen-apologises-to-piastri-for-collision,Sports
Athletics-Kenya's Anyango provisionally banned for doping,https://www.thestar.com.my/sport/athletics/2024/10/04/athletics-kenya039s-anyango-provisionally-banned-for-doping,Sports
"Tons of meat, poultry products recalled in U.S. over listeria concerns",https://www.thestar.com.my/news/world/2024/11/27/tons-of-meat-poultry-products-recalled-in-us-over-listeria-concerns,Health and Family
Anti-death penalty Singapore group issued order over false claim about execution of three prisoners,,Crime
Soccer-Barca boss Flick not planning on resting Raphinha against Betis,https://www.thestar.com.my/sport/football/2024/12/07/soccer-barca-boss-flick-not-planning-on-resting-raphinha-against-betis,Sports
German football league generates 4.5 billion eur in broadcasting rights auction,https://www.thestar.com.my/sport/football/2024/12/05/german-football-league-generates-45-billion-eur-in-broadcasting-rights-auction,Sports
Chong branch in Elmina,,Education
Malaysia's are learning to work around climate change,,Environment
CSI for wildlife – Malaysia’s forensic laboratory in the spotlight,https://www.thestar.com.my/news/environment/2024/07/15/csi-for-wildlife---malaysias-forensic-laboratory-in-the-spotlight,Environment
New Johor business school to produce skilled workers,,Education
Setiu fatal crash: Vegetable seller remanded until tomorrow,https://www.thestar.com.my/news/nation/2024/11/27/setiu-fatal-crash-vegetable-seller-remanded-until-tomorrow,World & Politics
Art steal show Artjamila Gallery & Museum group exhibition,,Travel and Culture
Tropicana posts RM877.8mil 9M,,Business & Economy
"Planned coastal road to Batu Ferringhi to be redesigned, order exco rep",,Travel and Culture
Banana to a wall sells for US$6.2mil in New York,,Travel and Culture
Soccer-Barcelona held to 2-2 draw at Betis after late Diao strike,https://www.thestar.com.my/sport/football/2024/12/08/soccer-barcelona-held-to-2-2-draw-at-betis-after-late-diao-strike,Sports
"Exploring Spain’s most charming cities, Valladolid",,Travel and Culture
"Hong rolls out blueprint to up arts, culture, creative industries",,Travel and Culture
"Cricket-India 175 all out, Australia need 19 to win in Adelaide",https://www.thestar.com.my/sport/cricket/2024/12/08/cricket-india-175-all-out-australia-need-19-to-win-in-adelaide,Sports
Soccer-Battling Brentford weather Newcastle storm to earn 4-2 victory,https://www.thestar.com.my/sport/football/2024/12/08/soccer-brentford-weather-newcastle-storm-in-4-2-win,Sports
Tribunal orders company to repay paramedic officer in locomotion scam,,World & Politics
capitals among world's 10 polluted,,People and Living
ACE Market-bound Vanzo Holdings aims to raise RM14mil from IPO,,Business & Economy
Malaysia is fighting invaders with local fish,https://www.thestar.com.my/news/environment/2024/09/07/malaysia-is-fighting-invaders-with-local-fish,Environment
A Palestinian artist’s poetic film turns resistance into an art form,,Travel and Culture
Vietnam US will recognise country as market,,Business & Economy
Malaysia is fighting invaders local fish,,Environment
"Planned coastal road to Batu Ferringhi to be redesigned, says exco rep",https://www.thestar.com.my/news/nation/2024/11/27/planned-coastal-road-to-batu-ferringhi-to-be-redesigned-says-exco-rep,Travel and Culture
school bags Cambridge engineering,,Education
Peru Congress removes as small miners snarl,,World & Politics
"Workers trick Apple into matching donations they never made, US officials say",https://www.thestar.com.my/tech/tech-news/2024/12/06/workers-trick-apple-into-matching-donations-they-never-made-us-officials-say,Science & Technology
IMF approves third review of Sri Lanka’s bailout,https://www.thestar.com.my/business/business-news/2024/11/25/imf-approves-third-review-of-sri-lankas-bailout,Business & Economy
Squid Game actress Jung Ho-yeon splits from actor-boyfriend of nine Lee Dong-hwi,,Entertainment & Style
60YO Malaysian is star on German cooking competition programmes,,People and Living
When uncontrolled diabetes causes you to go blind,https://www.thestar.com.my/lifestyle/health/know-your-medicines/2024/11/19/when-uncontrolled-diabetes-causes-you-to-go-blind,Health and Family
Plan but be ready to take risks to advises the youth,,Business & Economy
Vocational student murder: Judge warns families of accused against witness determent,,Crime
Soccer-Atletico fight back to beat Cacereno in Copa del Rey,https://www.thestar.com.my/sport/football/2024/12/06/soccer-atletico-fight-back-to-beat-cacereno-in-copa-del-rey,Sports
Looking out for everyone,https://www.thestar.com.my/news/nation/2024/11/27/looking-out-for-everyone,Entertainment & Style
Mattel sued over 'Wicked' dolls with porn website link,,Entertainment & Style
IJM Corp expects more resilient outlook across segments,https://www.thestar.com.my/business/business-news/2024/11/27/ijm-corp-expects-more-resilient-outlook-across-segments,Business & Economy
Cycle the Morib-Tanjung Sepat trail in Selangor for A perfect weekend getaway,,Travel and Culture
Flying Doctor Jega wishes for new resolutions to take Malaysian sport higher,https://www.thestar.com.my/sport/athletics/2024/08/31/flying-doctor-jega-wishes-for-new-resolutions-to-take-malaysian-sport-higher,Sports
"RM1,530 for a coffee? Scottish farm sells Britain's most expensive cup of Joe",https://www.thestar.com.my/lifestyle/living/2024/11/22/rm1530-for-a-coffee-scottish-farm-sells-britain039s-most-expensive-cup-of-joe,People and Living
"CCUS not the sole solution to addressing climate change, says Nik Nazmi",https://www.thestar.com.my/news/environment/2024/07/18/ccus-not-the-sole-solution-to-addressing-climate-change-says-nik-nazmi,Environment
Warehouse explosion kills three in SE Spain,,World & Politics
Small miracles in a giant world,https://www.thestar.com.my/news/environment/2024/01/27/small-miracles-in-a-giant-world,Environment
Meet the Malaysian marathon swimmer who pioneered four channel swim routes,https://www.thestar.com.my/lifestyle/family/2024/11/15/it039s-mind-over-matter-says-malaysian-who-pioneers-four-channel-swims,Health and Family
Athletics-Yavi narrowly misses world record in Diamond League victory,https://www.thestar.com.my/sport/athletics/2024/08/31/athletics-yavi-narrowly-misses-world-record-in-diamond-league-victory,Sports
"hybrid work won't become 'new normal' for M'sian employees, says MEF",,Business & Economy
Heart and Soul: Jesse van den Driesen – Living a life of purpose,https://www.thestar.com.my/lifestyle/living/2024/11/29/heart-and-soul-jesse-van-den-driesen---living-a-life-of-purpose,People and Living
"In the US, aestheticians determine to recognise and respond to signs of abuse",,Health and Family
Eddie Murphy's son and Martin Lawrence's daughter engaged,,Entertainment & Style
"China’s ByteDance, Alibaba, Tencent seek fresh ‘Olympics of AI’",,Science & Technology
"Susan wins Best Actress at Malaysia Film Festival, eyes roles Asian cinema",,Entertainment & Style
"Chinese shopping app Temu suspended in Vietnam, says state media",https://www.thestar.com.my/tech/tech-news/2024/12/05/chinese-shopping-app-temu-suspended-in-vietnam-says-state-media,Science & Technology
Hewlett Enterprise beats quarterly results estimates on strong AI server demand,,Science & Technology
Diabetes: communities with peer support and social media,,Health and Family
Potential for Vietnam and UK to enhance cooperation,https://www.thestar.com.my/business/business-news/2024/11/26/potential-for-vietnam-and-uk-to-enhance-cooperation,Business & Economy
"Policeman gets three years jail, RM80,000 fine for accepting bribes",https://www.thestar.com.my/news/nation/2024/11/27/policeman-gets-three-years-jail-rm80000-fine-for-accepting-bribes,Crime
"Tough for M'sia to hit zero single-use plastic target by 2030, says expert",https://www.thestar.com.my/news/nation/2022/05/06/tough-for-m039sia-to-hit-zero-single-use-plastic-target-by-2030-says-expert,Environment
Tackling inequalities,,Education
Oprah Winfrey announces new book club pick and launches podcast,,Travel and Culture
Why I chose,,Education
Unknown entitle,,World & Politics
"PETRONAS Gas posts 3Q net profit of RM493.67mil, 18c div/share",,Business & Economy
Soccer-Red Bulls embrace 'underdog' role in MLS championship clash with LA Galaxy,https://www.thestar.com.my/sport/football/2024/12/05/soccer-red-bulls-embrace-039underdog039-role-in-mls-championship-clash-with-la-galaxy,Sports
UPM scholar bridging cultures in Japan,,Education
Philippine companies to manage debt risk with swaps,,Business & Economy
Businesses optimistic as US economy grows slightly in recent weeks,https://www.thestar.com.my/business/business-news/2024/12/06/businesses-optimistic-as-us-economy-grows-slightly-in-recent-weeks,Business & Economy
Athletics-Wanyonyi follows up Olympic win with sizzling 800 metres in Lausanne,https://www.thestar.com.my/sport/athletics/2024/08/23/athletics-wanyonyi-follows-up-olympic-win-with-sizzling-800-metres-in-lausanne,Sports
Philippine VP's bodyguards swapped out amid investigation,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/philippine-vp039s-bodyguards-swapped-out-amid-investigation,World & Politics
"UOB projects 4.7% GDP growth for Malaysia in 2025, driven by strong domestic levers, investments",,Business & Economy
all long treatments work; here are those that might,,Health and Family
"Sailing the seven seas, spreading a greens message",,Environment
SPM 2024 kicks off tomorrow,,Education
Fusion of old and new at Chinatown festival,https://www.thestar.com.my/metro/metro-news/2024/11/27/fusion-of-old-and-new-at-chinatown-festival,Entertainment & Style
TARC’s legacy in the limelight,,Education
"Take care of your health, and the planet's too",https://www.thestar.com.my/lifestyle/health/2022/10/19/take-care-of-your-health-and-the-planet039s-too,Environment
International criminal court prosecutor seeks arrest warrant for Myanmar military leader,https://www.thestar.com.my/news/world/2024/11/27/international-criminal-court-prosecutor-seeks-arrest-warrant-for-myanmar-military-leader,Crime
"It’s fight or flight, but City Boys ready to step into Tigers’ den",https://www.thestar.com.my/sport/football/2024/12/08/its-fight-or-flight-but-city-boys-ready-to-step-into-tigers-den,Sports
Chinese automaker Dongfeng delivers first Box model to customer in Slovenia,https://www.thestar.com.my/news/world/2024/11/27/chinese-automaker-dongfeng-delivers-first-box-model-to-customer-in-slovenia,World & Politics
"UMS partners with Slovenia’s ISSBS to advance open science, research innovation",,Education
How air triggers cancer in,,Environment
"Cricket-England know what they're doing with Bethell selection, says captain Stokes",,World & Politics
"Mohd Irwan feeling vindicated, six years after CBT allegations emerged",https://www.thestar.com.my/news/nation/2024/11/27/mohd-irwan-feeling-vindicated-six-years-after-cbt-allegations-emerged,Crime
warns US of escalation' but says it will,,World & Politics
